file,nit_cliente,cliente,fecha_file,tipo,operativo,comercial,fch__primera__fact__prov,unnamed:_8,fecha_arribo,fecha_zarpe,envio_facturar,fecha_de_factura,fecha_envio_cierre,fecha_cierre,estado
25IM033263          ,806005389                     ,MARINE SPORT SAS,2025-03-21 00:00:00.000,M,KAREN CASTRO        ,ULS BOGOTA,2025-06-05,,1900-01-02 00:00:00,2025-03-06 12:00:00,2025-06-03 11:35:16,2025-06-05 04:24:00,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033263          ,806005389                     ,MARINE SPORT SAS,2025-03-21 00:00:00.000,M,KAREN CASTRO        ,MAIRA LORA,2025-06-05,,1900-01-02 00:00:00,2025-03-06 12:00:00,2025-06-03 11:35:16,2025-06-05 04:24:00,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033270          ,900110012                     ,MORARCI GROUP S.A.S.,2025-03-21 00:00:00.000,M,No especificado,JOHANA PAOLA ROMERO PEÑA,2025-04-10,,2025-05-23 00:00:00,2025-04-06 12:00:00,2025-05-19 03:48:30,2025-05-20 10:25:20,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IA033260          ,830054002                     ,NACIONAL DE ELECTRICOS H. H. LTDA.,2025-03-21 08:54:15.000,A,JOHANA DUSAN        ,RUBY SALGADO,2025-03-23,,2025-03-23 12:00:00,2025-03-22 12:00:00,1900-01-01 12:00:00,2025-03-26 12:14:54,2025-04-22 11:53:30,2025-04-30,Cerrado
25OM033261          ,815001802                     ,MADERKIT S.A,2025-03-21 09:18:54.000,M,No especificado,No especificado,2025-03-27,,1900-01-02 12:00:00,2025-03-28 12:00:00,2025-03-25 03:17:03,2025-03-27 03:57:18,2025-04-07 08:35:46,2025-04-21,Cerrado
25OM033261          ,815001802                     ,MADERKIT S.A,2025-03-21 09:18:54.000,M,No especificado,PRICING ULS,2025-03-27,,1900-01-02 12:00:00,2025-03-28 12:00:00,2025-03-25 03:17:03,2025-03-27 03:57:18,2025-04-07 08:35:46,2025-04-21,Cerrado
25OM033265          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2025-03-21 10:52:46.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-03-25,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-04-02 11:58:23,2025-04-07 11:38:43,2025-04-27 09:32:15,2025-04-30,Cerrado
25IM033269          ,210419                        ,CTS GLOBAL SUPPLY CHAIN SOLUTIONS MEXICO,2025-03-21 12:00:00.000,M,SHANE HUERTAS       ,PRICING ULS,2025-03-26,,1900-01-02 12:00:00,2025-03-11 12:00:00,2025-04-04 08:23:58,2025-05-05 09:40:09,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033266          ,806003144                     ,TODOMAR CHL SAS,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-01,,1900-01-02 12:00:00,2025-03-31 12:00:00,2025-04-25 07:16:01,2025-04-04 12:27:32,2025-04-25 07:16:01,2025-05-16,Cerrado
25IM033266          ,806003144                     ,TODOMAR CHL SAS,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-01,,1900-01-02 12:00:00,2025-03-31 12:00:00,2025-04-25 07:16:01,2025-04-04 12:27:32,2025-04-25 07:16:01,2025-05-16,Cerrado
25IB033264          ,901056917                     ,ANDINO CHEMICAL COLOMBIA S.A.S,2025-03-21 12:00:00.000,B,ALEXANDER CARO      ,ANYI RODRIGUEZ PUENTES,2025-05-12,,1900-01-02 12:00:00,2025-03-03 12:00:00,2025-05-12 09:04:34,2025-05-15 02:27:49,2025-05-30 10:40:49,2025-05-31,Cerrado
25IM033267          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-01,,1900-01-02 12:00:00,2025-03-31 12:00:00,2025-04-01 11:28:28,2025-04-10 12:46:17,2025-04-25 07:17:25,2025-05-16,Cerrado
25IM033267          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-01,,1900-01-02 12:00:00,2025-03-31 12:00:00,2025-04-01 11:28:28,2025-04-10 12:46:17,2025-04-25 07:17:25,2025-05-16,Cerrado
25IA033262          ,811036819                     ,NAVIERA CENTRAL SA,2025-03-21 12:00:00.000,A,KAREN CASTRO        ,MAIRA LORA,2025-03-27,,1900-01-02 12:00:00,2025-03-29 12:00:00,2025-03-27 02:58:49,2025-03-28 09:09:38,2025-04-25 10:57:34,2025-04-30,Cerrado
25IM033271          ,210419                        ,CTS GLOBAL SUPPLY CHAIN SOLUTIONS MEXICO,2025-03-21 12:00:00.000,M,SHANE HUERTAS       ,PRICING ULS,2025-04-16,,2025-04-20 00:00:00,2025-03-16 12:00:00,2025-05-02 02:30:57,2025-05-07 03:28:24,2025-05-08 08:10:13,2025-05-16,Cerrado
25IM033272          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-09,,1900-01-02 12:00:00,2025-04-18 12:00:00,2025-04-25 01:33:52,2025-05-05 06:10:16,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033272          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-09,,1900-01-02 12:00:00,2025-04-18 12:00:00,2025-04-25 01:33:52,2025-05-05 06:10:16,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033274          ,900586414                     ,PROTONER COLOMBIA SAS                                       ,2025-03-21 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-04-07,,2025-05-22 00:00:00,2025-03-31 12:00:00,2025-05-12 10:50:22,2025-05-16 11:12:20,2025-06-09 12:38:44,,Aprobado para Cierre
25IM033273          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2025-03-21 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-09,,1900-01-02 12:00:00,2025-04-18 12:00:00,1900-01-01 12:00:00,2025-05-05 06:24:32,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033277          ,901352813                     ,INVERSIONES VIDRIOS DEL ORIENTE S.A.S.,2025-03-25 00:00:00.000,M,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2025-04-07,,1900-01-02 00:00:00,2025-03-20 12:00:00,1900-01-01 12:00:00,2025-04-28 04:22:08,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IB033278          ,830074222                     ,SYNGENTA S.A.,2025-03-25 00:00:00.000,B,ALEXANDER CARO      ,ULS BOGOTA,2025-04-09,,1900-01-02 00:00:00,2025-03-16 12:00:00,2025-03-26 09:13:54,2025-05-16 09:05:17,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033276          ,901352813                     ,INVERSIONES VIDRIOS DEL ORIENTE S.A.S.,2025-03-25 00:00:00.000,M,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2025-04-07,,2025-05-21 00:00:00,2025-04-02 12:00:00,2025-05-16 04:15:59,2025-05-23 06:22:48,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25OM033279          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2025-03-25 05:11:40.000,M,No especificado,KARLA PATINO,2025-04-03,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-04-01 12:30:11,2025-04-07 10:38:13,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033275          ,830022957                     ,LAMINADOS Y BLINDADOS SAS                                   ,2025-03-25 10:17:57.000,M,No especificado,JESSICA CUBILLOS,2025-05-26,,1900-01-02 12:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,,1900-01-01 12:00:00,,Sin facturar
25IM033282          ,800016659                     ,MAXTEN SAS,2025-03-26 00:00:00.000,M,KAREN PINZON        ,JOHANA PAOLA ROMERO PEÑA,2025-04-22,,2025-05-30 00:00:00,2025-04-17 12:00:00,2025-05-23 03:28:41,2025-05-23 04:13:13,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IB033288          ,901056917                     ,ANDINO CHEMICAL COLOMBIA S.A.S,2025-03-26 00:00:00.000,B,ALEXANDER CARO      ,ANYI RODRIGUEZ PUENTES,2025-05-26,,1900-01-02 00:00:00,2025-03-20 12:00:00,2025-04-29 02:04:50,2025-05-16 12:34:09,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033285          ,800128680                     ,REENCAFE S.A.S.,2025-03-26 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-06-09,,1900-01-02 00:00:00,2025-04-01 12:00:00,2025-06-03 02:46:27,2025-06-03 06:26:27,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033290          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2025-03-26 00:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-13,,1900-01-02 00:00:00,2025-04-23 12:00:00,2025-05-07 07:09:02,2025-05-12 05:45:18,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033291          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-26 00:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-20,,1900-01-02 00:00:00,2025-05-04 12:00:00,2025-05-14 10:10:43,2025-05-16 05:54:56,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033291          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-26 00:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-05-20,,1900-01-02 00:00:00,2025-05-04 12:00:00,2025-05-14 10:10:43,2025-05-16 05:54:56,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033283          ,800128680                     ,REENCAFE S.A.S.,2025-03-26 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-05-19,,2025-05-25 00:00:00,2025-03-30 12:00:00,2025-05-20 09:32:55,2025-05-20 10:53:40,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IT033289          ,806003144                     ,TODOMAR CHL SAS,2025-03-26 03:14:12.000,T,LEIDY CAMPOS        ,MAIRA LORA,2025-03-28,,1900-01-02 12:00:00,2025-03-27 12:00:00,2025-04-01 10:35:52,2025-04-03 12:18:00,2025-04-08 10:11:36,2025-04-21,Cerrado
25IT033289          ,806003144                     ,TODOMAR CHL SAS,2025-03-26 03:14:12.000,T,LEIDY CAMPOS        ,MAIRA LORA,2025-03-28,,1900-01-02 12:00:00,2025-03-27 12:00:00,2025-04-01 10:35:52,2025-04-03 12:18:00,2025-04-08 10:11:36,2025-04-21,Cerrado
25OB033292          ,40030003210                   ,BERTSCHI GLOBAL AG,2025-03-26 05:20:32.000,B,No especificado,ULS BOGOTA,2025-04-14,,1900-01-02 12:00:00,2025-04-15 12:00:00,2025-04-15 08:46:48,2025-05-06 03:25:29,2025-05-16 08:47:19,2025-05-16,Cerrado
25OM033280          ,890906397                     ,VIBRANTZ COLOMBIA SAS,2025-03-26 08:20:16.000,M,No especificado,ULS BOGOTA,2025-04-07,,1900-01-02 12:00:00,2025-04-06 12:00:00,2025-04-10 09:38:20,2025-04-14 03:48:41,2025-05-02 09:21:49,,Aprobado para Cierre
25IM033284          ,800128680                     ,REENCAFE S.A.S.,2025-03-26 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-05-22,,2025-05-29 00:00:00,2025-04-01 12:00:00,2025-05-23 09:50:30,2025-05-26 05:26:08,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033286          ,800204837                     ,NEUMAIR REPRESENTACIONES SAS,2025-03-26 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-05-16,,1900-01-02 12:00:00,2025-04-14 12:00:00,2025-05-06 12:09:49,2025-05-13 03:41:13,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IB033287          ,830074222                     ,SYNGENTA S.A.,2025-03-26 12:00:00.000,B,ALEXANDER CARO      ,ULS BOGOTA,2025-04-09,,1900-01-02 12:00:00,2025-03-16 12:00:00,2025-03-26 04:28:33,2025-05-19 12:05:23,2025-06-05 09:57:46,,Aprobado para Cierre
25IM033281          ,806014553                     ,TUVACOL S.A.,2025-03-26 12:00:00.000,M,KAREN PINZON        ,ULS BOGOTA,2025-05-16,,1900-01-02 12:00:00,2025-04-14 12:00:00,2025-05-07 03:45:05,2025-05-14 05:21:09,2025-05-22 07:27:27,2025-05-26,Cerrado
25IM033306          ,900258110                     ,GESTION CARGO ZONA FRANCA S.A.S.,2025-03-27 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-04-23,,1900-01-02 00:00:00,2025-03-23 12:00:00,2025-04-15 10:23:42,2025-04-15 11:05:02,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25OF033302          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2025-03-27 03:50:47.000,F,No especificado,No especificado,2025-03-28,,1900-01-02 12:00:00,2025-02-26 12:00:00,2025-03-28 11:45:59,2025-04-29 02:37:01,2025-05-06 09:08:19,2025-05-16,Cerrado
25OF033302          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2025-03-27 03:50:47.000,F,No especificado,No especificado,2025-03-28,,1900-01-02 12:00:00,2025-02-26 12:00:00,2025-03-28 11:45:59,2025-04-29 02:37:01,2025-05-06 09:08:19,2025-05-16,Cerrado
25OM033294          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2025-03-27 08:19:31.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-05-08,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-05-08 01:02:57,2025-05-19 12:42:13,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25OM033295          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2025-03-27 08:29:01.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-05-13,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-05-13 11:21:55,2025-06-03 05:28:56,2025-06-05 06:37:32,,Aprobado para Cierre
25OM033296          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2025-03-27 08:36:11.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-04-29,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-04-29 12:55:52,2025-05-21 02:03:01,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033297          ,830120314                     ,ALFIL SERVICES LTDA,2025-03-27 09:32:04.000,M,JOHANA DUSAN        ,ULS BOGOTA,2025-05-08,,2025-05-08 12:00:00,2025-04-16 12:00:00,2025-05-08 10:49:10,2025-05-28 05:17:26,2025-06-09 12:50:14,,Aprobado para Cierre
25IM033298          ,830010908                     ,TAUROQUIMICA S. A. S,2025-03-27 12:00:00.000,M,KAREN CASTRO        ,JESSICA CUBILLOS,2025-05-12,,1900-01-02 12:00:00,2025-04-10 12:00:00,2025-05-06 12:42:48,2025-05-12 02:21:57,2025-05-21 05:37:00,2025-05-26,Cerrado
25IM033300          ,830041488                     ,ALFA TRADING S.A.S.,2025-03-27 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-05-08,,2025-05-20 00:00:00,2025-04-25 12:00:00,2025-05-09 02:09:16,2025-05-19 10:02:58,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033307          ,900652085                     ,CAMPOFRESCO ALIMENTOS S.A.S,2025-03-27 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-04-07,,2025-04-13 00:00:00,2025-03-26 12:00:00,2025-04-08 01:56:31,2025-05-26 05:04:21,2025-05-27 04:20:03,2025-05-30,Cerrado
25IM033304          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2025-03-27 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-28,,1900-01-02 12:00:00,2025-04-16 12:00:00,2025-04-25 01:17:29,2025-04-29 04:13:22,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033305          ,806003144                     ,TODOMAR CHL SAS,2025-03-27 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-08,,1900-01-02 12:00:00,2025-04-07 12:00:00,2025-04-08 01:47:28,2025-04-11 05:56:50,2025-05-13 03:01:15,2025-05-26,Cerrado
25IM033305          ,806003144                     ,TODOMAR CHL SAS,2025-03-27 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-08,,1900-01-02 12:00:00,2025-04-07 12:00:00,2025-04-08 01:47:28,2025-04-11 05:56:50,2025-05-13 03:01:15,2025-05-26,Cerrado
25IM033303          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-27 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-03-31,,1900-01-02 12:00:00,2025-04-16 12:00:00,2025-04-25 01:14:39,2025-04-29 03:30:25,2025-05-13 03:40:28,2025-05-16,Cerrado
25IM033303          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-27 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-03-31,,1900-01-02 12:00:00,2025-04-16 12:00:00,2025-04-25 01:14:39,2025-04-29 03:30:25,2025-05-13 03:40:28,2025-05-16,Cerrado
25IF033301          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2025-03-27 15:35:50.987,F,No especificado,No especificado,,,1900-01-02 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,,,Sin facturar
25IF033301          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2025-03-27 15:35:50.987,F,No especificado,No especificado,,,1900-01-02 00:00:00,1900-01-01 00:00:00,1900-01-01 00:00:00,,,,Sin facturar
25IM033312          ,900460164                     ,GOGUEN COMPANY SAS,2025-03-28 00:00:00.000,M,KAREN CASTRO        ,MAIRA LORA,2025-04-25,,2025-05-08 00:00:00,2025-04-09 12:00:00,2025-05-13 04:42:11,2025-05-14 04:15:35,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033315          ,800128680                     ,REENCAFE S.A.S.,2025-03-28 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-05-19,,2025-05-25 00:00:00,2025-03-30 12:00:00,2025-05-20 09:35:09,2025-05-20 11:01:39,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033319          ,800204837                     ,NEUMAIR REPRESENTACIONES SAS,2025-03-28 00:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-05-08,,2025-06-02 00:00:00,2025-04-23 12:00:00,2025-05-21 03:35:37,2025-05-22 01:44:59,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IA033314          ,900631450                     ,DESARROLLADORA CC FONTANAR SAS,2025-03-28 00:00:00.000,A,SHANE HUERTAS       ,ULS BOGOTA,2025-04-28,,1900-01-02 00:00:00,2025-04-10 12:00:00,1900-01-01 12:00:00,,1900-01-01 12:00:00,,Sin facturar
25IM033313          ,901502793                     ,AUDIO PIONNER 2 S.A.S.,2025-03-28 00:00:00.000,M,KAREN PINZON        ,ALEXANDRA CAVELIER,2025-04-14,,2025-05-23 00:00:00,2025-04-06 12:00:00,2025-05-19 03:28:25,2025-05-20 09:51:48,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033318          ,800128680                     ,REENCAFE S.A.S.,2025-03-28 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-05-19,,2025-05-25 00:00:00,2025-04-06 12:00:00,2025-05-20 09:36:52,2025-05-20 11:17:26,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IC033321          ,830035850                     ,AGENTES PORTUARIOS SAS,2025-03-28 03:22:52.000,C,No especificado,MAIRA LORA,2025-03-17,,1900-01-02 12:00:00,2025-03-24 12:00:00,2025-04-29 09:29:06,2025-05-14 02:56:30,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IA033322          ,860533915                     ,INNOVATE NUTRITION SAS,2025-03-28 04:33:43.000,A,JOHANA DUSAN        ,RUBY SALGADO,2025-04-01,,1900-01-02 12:00:00,2025-04-01 12:00:00,1900-01-01 12:00:00,2025-04-02 05:11:27,2025-04-22 12:05:23,2025-04-30,Cerrado
25IM033311          ,901453891                     ,UNOX COLOMBIA S.A.S.,2025-03-28 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-04-23,,1900-01-02 12:00:00,2025-04-06 12:00:00,2025-04-25 03:03:34,2025-04-25 05:10:20,2025-05-13 12:54:39,2025-05-16,Cerrado
25IM033308          ,806014553                     ,TUVACOL S.A.,2025-03-28 12:00:00.000,M,KAREN PINZON        ,ULS BOGOTA,2025-05-16,,1900-01-02 12:00:00,2025-04-14 12:00:00,2025-05-07 03:57:34,2025-05-09 05:28:46,2025-05-22 07:29:11,2025-05-30,Cerrado
25IM033320          ,806007196                     ,GARAJES PREFABRICADOS S.A.S,2025-03-28 12:00:00.000,M,KAREN PINZON        ,JOHANA PAOLA ROMERO PEÑA,2025-05-08,,1900-01-02 12:00:00,2025-04-25 12:00:00,2025-06-06 12:36:23,,1900-01-01 12:00:00,,Sin facturar
25IM033316          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-28 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-30,,1900-01-02 12:00:00,2025-04-27 12:00:00,1900-01-01 12:00:00,2025-05-09 01:30:54,2025-05-15 09:00:36,2025-05-16,Cerrado
25IM033316          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2025-03-28 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-30,,1900-01-02 12:00:00,2025-04-27 12:00:00,1900-01-01 12:00:00,2025-05-09 01:30:54,2025-05-15 09:00:36,2025-05-16,Cerrado
25IM033310          ,806003144                     ,TODOMAR CHL SAS,2025-03-28 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-08,,1900-01-02 12:00:00,2025-04-07 12:00:00,2025-04-07 04:47:46,2025-04-11 04:23:05,2025-05-13 03:02:27,2025-05-16,Cerrado
25IM033310          ,806003144                     ,TODOMAR CHL SAS,2025-03-28 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-04-08,,1900-01-02 12:00:00,2025-04-07 12:00:00,2025-04-07 04:47:46,2025-04-11 04:23:05,2025-05-13 03:02:27,2025-05-16,Cerrado
25IM033317          ,901352813                     ,INVERSIONES VIDRIOS DEL ORIENTE S.A.S.,2025-03-28 12:00:00.000,M,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2025-04-07,,2025-04-29 00:00:00,2025-03-22 12:00:00,2025-04-25 02:43:28,2025-04-28 04:16:26,2025-05-28 04:38:26,2025-05-30,Cerrado
25IM033309          ,800205216                     ,IMPORTADORA SERNA MACIAS SAS,2025-03-28 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-04-28,,1900-01-02 12:00:00,2025-04-13 12:00:00,2025-04-24 10:44:03,2025-05-13 02:51:30,2025-05-13 04:12:06,2025-05-26,Cerrado
25IM033325          ,800128680                     ,REENCAFE S.A.S.,2025-03-31 00:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-05-19,,2025-05-25 00:00:00,2025-04-06 12:00:00,2025-05-20 09:38:54,2025-05-20 11:23:52,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033327          ,806014553                     ,TUVACOL S.A.,2025-03-31 00:00:00.000,M,KAREN PINZON        ,ULS BOGOTA,2025-05-09,,2025-06-02 00:00:00,2025-04-30 12:00:00,2025-05-23 02:47:51,2025-05-23 05:35:47,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM033323          ,860005050                     ,MEXICHEM COLOMBIA S A S,2025-03-31 00:00:00.000,M,No especificado,DIANA MARCELA RAMOS,2025-04-28,,2025-05-19 00:00:00,2025-04-16 12:00:00,2025-05-14 05:09:59,2025-05-15 05:55:45,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25OM033328          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2025-03-31 04:23:27.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-04-15,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-04-29 03:36:20,2025-05-02 03:43:05,2025-05-22 08:44:44,2025-05-26,Cerrado
25OM033329          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2025-03-31 06:10:12.000,M,ALEXANDER CARO      ,KARLA PATINO,2025-04-25,,1900-01-02 12:00:00,2025-04-12 12:00:00,2025-04-15 09:00:29,2025-04-24 12:02:46,2025-05-08 10:49:43,2025-05-16,Cerrado
25IA033324          ,806014553                     ,TUVACOL S.A.,2025-03-31 12:00:00.000,A,KAREN PINZON        ,ULS BOGOTA,2025-04-11,,1900-01-02 12:00:00,2025-04-10 12:00:00,2025-04-10 04:25:27,2025-04-10 04:52:11,2025-04-30 07:18:55,2025-04-30,Cerrado
25IM043343          ,901275761                     ,CASA GROOMING SAS,2025-04-01 00:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-05-30,,1900-01-02 00:00:00,2025-04-21 12:00:00,2025-05-27 12:09:10,2025-05-30 01:19:51,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM043333          ,901352813                     ,INVERSIONES VIDRIOS DEL ORIENTE S.A.S.,2025-04-01 00:00:00.000,M,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2025-05-08,,2025-05-25 00:00:00,2025-04-10 12:00:00,1900-01-01 12:00:00,2025-05-15 03:40:03,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM043341          ,900614448                     ,COMERCIALIZADORA Y DISTRIBUIDORA 714 SEVEN ONE FOUR S.A.S.,2025-04-01 00:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-04-28,,2025-05-30 00:00:00,2025-04-17 12:00:00,2025-05-19 04:26:28,2025-06-03 03:45:55,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25IM043341          ,900614448                     ,COMERCIALIZADORA Y DISTRIBUIDORA 714 SEVEN ONE FOUR S.A.S.,2025-04-01 00:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-04-28,,2025-05-30 00:00:00,2025-04-17 12:00:00,2025-05-19 04:26:28,2025-06-03 03:45:55,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
25OM043336          ,444444236                     ,ULS MIAMI,2025-04-01 05:04:44.000,M,No especificado,ULS BOGOTA,2025-04-04,,1900-01-02 12:00:00,2025-04-19 12:00:00,2025-04-22 09:49:59,2025-05-30 04:21:59,2025-06-06 07:03:48,,Aprobado para Cierre
25OM043336          ,444444236                     ,ULS MIAMI,2025-04-01 05:04:44.000,M,No especificado,No especificado,2025-04-04,,1900-01-02 12:00:00,2025-04-19 12:00:00,2025-04-22 09:49:59,2025-05-30 04:21:59,2025-06-06 07:03:48,,Aprobado para Cierre
25OM043337          ,444444236                     ,ULS MIAMI,2025-04-01 05:18:58.000,M,No especificado,ULS BOGOTA,2025-04-04,,1900-01-02 12:00:00,2025-04-19 12:00:00,2025-04-22 09:54:51,2025-04-25 08:59:28,2025-05-14 09:56:16,,Aprobado para Cierre
